fetched_date,platform,video_id,title,channel_or_user,url,views,likes,comments,published_at,duration_seconds,thumbnail_url,description_snippet
2026-03-12,YouTube,10S9uHsN5co,20 KILLS CHALLENGE | RUSH ONLY @SUGARDADisLIVE   #bgmi  #pubg  #crateopening  #customroom #bgmilive,SUGARDADisLIVE,https://www.youtube.com/watch?v=10S9uHsN5co,25127,286,2,2026-03-12T07:09:53Z,10337,https://i.ytimg.com/vi/10S9uHsN5co/hqdefault.jpg,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCxssiHr1SuqveuiKVBNWHwQ/join
BGMI ID : 5141546220
INSTAGRAM : karim_11511 SUGARDADISLIVE
Gpay phonepay Paytm : 9998883337
INT"
2026-03-12,YouTube,Ag_BgPsuSs4,BGIS 2026 SEMI FINALS | DRY RUN DAY 1 | BGMI OFFICIAL SKINS INVENTORY | K9 ESPORTS,Amit Dubey,https://www.youtube.com/watch?v=Ag_BgPsuSs4,24869,1917,60,2026-03-12T05:39:05Z,922,https://i.ytimg.com/vi/Ag_BgPsuSs4/hqdefault.jpg,"Subscribe for daily vlogs & livestreams !


Instagram : @amitdubeyxd"
2026-03-12,YouTube,nEypukiroWk,35 Chicken Dinners Streak Challenge🔴 BGMI Live w Cutie❤️#bgmi #girlgamer #shorts #explore,CUTIE GAMING,https://www.youtube.com/watch?v=nEypukiroWk,24843,859,4,2026-03-12T01:13:34Z,24426,https://i.ytimg.com/vi/nEypukiroWk/hqdefault.jpg,"#shorts #bgmi #girlgamer #funnyshorts #update4.2 #fyp #explore #shortfeed 

❤️ Welcome, Amazing Viewers and Beloved Subscribers! ❤️
I'm Srijana Thakuri! 🌸
Subscribe to my channel for some funny & skil"
2026-03-12,YouTube,nHgo4h16BeE,💀Open Custom Room – Join Fast! Limited Slots | BGMI | PUBG LIVE,Jia plays,https://www.youtube.com/watch?v=nHgo4h16BeE,23165,815,2,2026-03-12T04:34:15Z,28122,https://i.ytimg.com/vi/nHgo4h16BeE/hqdefault.jpg,"Welcome to Jia Plays LIVE ❤️

Today we are playing PUBG Mobile / BGMI live with subscribers!
🔥 Rank Push
🔥 Intense Clutches
🔥 Custom Rooms
🔥 Asia Server Gameplay

Goal: Road to 100K Subscribers 👑

If "
2026-03-12,YouTube,CTkbU5F0UQ4,WHY SO NOOB 🫩|TEAMCODES |BGMI WITH PIU PIU |#bgmi #girlgamer #facecamlive #live #shorts,Piu Piu Gaming,https://www.youtube.com/watch?v=CTkbU5F0UQ4,18311,965,1,2026-03-12T00:13:11Z,24496,https://i.ytimg.com/vi/CTkbU5F0UQ4/hqdefault.jpg,#bgmifacecamgameplay #piupiuislive   #piupiu  #girlgamer #pubg #facecam #shortsfeed #shorts #live #recommend #teamcode #giveaway #bgmi #pubgmobile #girlgamer #shortsfeed #viral #shorts #trending #shor
2026-03-12,YouTube,HXTw5pUvvlw,DOMINATION IN 4.2 UPDATE | BGMI LIVE | #bgmi #shorts #verticallive #shortsfeed #pubglivestream,Bulla PlayzZz,https://www.youtube.com/watch?v=HXTw5pUvvlw,17283,297,1,2026-03-12T06:40:39Z,10338,https://i.ytimg.com/vi/HXTw5pUvvlw/hqdefault.jpg,"DOMINATION IN 4.2 UPDATE | BGMI LIVE | #bgmi #shorts #verticallive #shortsfeed #pubglivestream 




Tags-:
#bgmicustomroomlive #bgmilive #bgmicustomroomlive #ucgiveaway #customroomlivebgmi  #battlegro"
2026-03-12,YouTube,nhtqQCXKSLY,BGMI 4.2 UPDATE || LETS PLAY WOW MODE || CREATORISLIVE #shortslive #livestream #bgmi,CREATORisLIVE,https://www.youtube.com/watch?v=nhtqQCXKSLY,17259,166,0,2026-03-12T00:35:52Z,22442,https://i.ytimg.com/vi/nhtqQCXKSLY/hqdefault.jpg,BGMI 4.2 UPDATE || LETS PLAY WOW MODE || CREATORISLIVE #shortslive #livestream #bgmi                                                                                                                    
2026-03-12,YouTube,r-0ASm1YQ20,Omg!!😍 REALLY MY BEST SNIPER GAMEPLAY🔥 PUBG Mobile - BGMI,Fatih GAMING,https://www.youtube.com/watch?v=r-0ASm1YQ20,11799,505,56,2026-03-12T06:00:39Z,1346,https://i.ytimg.com/vi/r-0ASm1YQ20/hqdefault.jpg,"Don’t forget to LIKE + SUBSCRIBE if you are new here!
Thanks for watching and for your support!!

My Second Channel
https://youtube.com/@fatihgaming2

Channel Membership (if you want support our chann"
2026-03-12,YouTube,cpFd0h5WkbQ,BGMI RUSH GAMEPLAY ONLY😘 | TWINKLE IS LIVE🥰 | FACECAM | #bgmi #shortsfeed #ytlive #shorts,Twinkle Gaming,https://www.youtube.com/watch?v=cpFd0h5WkbQ,11106,423,0,2026-03-12T05:28:27Z,30634,https://i.ytimg.com/vi/cpFd0h5WkbQ/hqdefault.jpg,"Hi Everyone 
Thank you for joining my PUBG stream ❤️. My UID is 55542487172.
If you enjoyed it - please like, share, and subscribe to my channel 🥰

#bgmi #girlgamer #kaashplays #jonathangaming #payalg"
2026-03-12,YouTube,FOuVRvx-pDE,Classics with Teamcodes 🖤 | BGMI w Mess🎀  #bgmi #pubgm #shortsfeed #messgaming,Mess,https://www.youtube.com/watch?v=FOuVRvx-pDE,10489,459,1,2026-03-12T04:06:10Z,25597,https://i.ytimg.com/vi/FOuVRvx-pDE/hqdefault.jpg,"Welcome to my stream!
Thanks for watching!
LIKE • SHARE • SUBSCRIBE

★★ SOCIAL MEDIA ★★

➥ Insta  : https://www.instagram.com/ig_messs
➥ Discord : https://discord.gg/kHWNZsFu
➥ Join : https://www.yout"
