fetched_date,platform,video_id,title,channel_or_user,url,views,likes,comments,published_at,duration_seconds,thumbnail_url,description_snippet
2026-08-28,YouTube,D1DmFLrbodM,Le noob chor teammate #shorts #bgmi #pubg,ROHAN 2.0,https://www.youtube.com/watch?v=D1DmFLrbodM,27198,817,2,2026-08-28T04:30:14Z,12,https://i.ytimg.com/vi/D1DmFLrbodM/hqdefault.jpg,Le noob chor teammate #shorts #bgmi #pubg
2026-08-28,YouTube,NI8UGjZ9Czs,Anuj Apologise on Stream #jonathan #bgms #bgmi,Gaming Moments BGMI,https://www.youtube.com/watch?v=NI8UGjZ9Czs,26016,1636,35,2026-08-28T08:19:18Z,74,https://i.ytimg.com/vi/NI8UGjZ9Czs/hqdefault.jpg,"TAG CHICKEN THROW! 😭☠️ Jonathan Pressed JUMP Instead of FIRE | Opponent APOLOGIZED Later | BGMS

TAG had the Chicken Dinner in their hands… but one tiny mistake changed everything! 😭☠️

In the League "
2026-08-28,YouTube,9UwRm7AtVE0,I Love My Viewers😇❤️ #trending #shorts #bgmi,RAVEN SHARP YOUTUBE,https://www.youtube.com/watch?v=9UwRm7AtVE0,25154,2984,32,2026-08-28T02:30:15Z,95,https://i.ytimg.com/vi/9UwRm7AtVE0/hqdefault.jpg,
2026-08-28,YouTube,w5aVKX7eHk0,Only Rush Gameplay | BGMI w Cutie #cutiegaming #bgmi #explore #fyp #shorts,CUTIE GAMING,https://www.youtube.com/watch?v=w5aVKX7eHk0,22066,465,0,2026-08-28T00:03:29Z,18817,https://i.ytimg.com/vi/w5aVKX7eHk0/hqdefault.jpg,"#bgmi #explore #fyp #cutiegaming 

❤️ Welcome, Amazing Viewers and Beloved Subscribers! ❤️
I'm Srijana Thakuri! 🌸
Subscribe to my channel for some funny & skilled gameplay with a sprinkle of cuteness!"
2026-08-28,YouTube,ZyDAL50jzPE,1v1 challenge with rich youtuber 😭❤️ #shorts #bgmi,PULKIT IS LIVE,https://www.youtube.com/watch?v=ZyDAL50jzPE,21653,1788,31,2026-08-28T05:30:31Z,60,https://i.ytimg.com/vi/ZyDAL50jzPE/hqdefault.jpg,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCBtGStDdA_bXXq-MkZRZAeQ/join

1v1 challenge with rich youtuber 😭❤️ #shorts #bgmi"
2026-08-28,YouTube,iedVFJYC1r0,TECHNO GAMER IS SHOCK #technogamerz #gta #freefire #bgmi,Tof Gamer ,https://www.youtube.com/watch?v=iedVFJYC1r0,20100,0,4,2026-08-28T03:39:32Z,19,https://i.ytimg.com/vi/iedVFJYC1r0/hqdefault.jpg,TECHNO GAMER IS SHOCK #technogamerz #gta #freefire #bgmi #minecraft #gta5 #gaming #games #gameplay #trending #trendingshorts #viral
2026-08-28,YouTube,kNFjhcUuDIo,Wait for twist #shorts #bgmi #pubg,ROHAN 2.0,https://www.youtube.com/watch?v=kNFjhcUuDIo,19965,634,0,2026-08-28T05:30:26Z,17,https://i.ytimg.com/vi/kNFjhcUuDIo/hqdefault.jpg,Wait for twist #shorts #bgmi #pubg
2026-08-28,YouTube,uJ9bMDupT3w,PS5 BGMI PUBG Game🔥🙌🏻Wait For End📈#playstation #playstation5 #trending #ps5 #pubgmobile #shorts,Vijay vov ,https://www.youtube.com/watch?v=uJ9bMDupT3w,19589,1916,230,2026-08-28T04:29:23Z,60,https://i.ytimg.com/vi/uJ9bMDupT3w/hqdefault.jpg,
2026-08-28,YouTube,OOiQEZQ6Ckw,Wait for shot #shorts #bgmi #pubg,JOYBOY GAMER ,https://www.youtube.com/watch?v=OOiQEZQ6Ckw,17979,616,2,2026-08-28T03:30:37Z,17,https://i.ytimg.com/vi/OOiQEZQ6Ckw/hqdefault.jpg,Wait for shot #shorts #bgmi #pubg
2026-08-28,YouTube,v5hlNBUvpW4,Only for Campers #shorts #bgmi #pubg,JOYBOY GAMER ,https://www.youtube.com/watch?v=v5hlNBUvpW4,10821,456,2,2026-08-28T01:30:15Z,43,https://i.ytimg.com/vi/v5hlNBUvpW4/hqdefault.jpg,Only for Campers #shorts #bgmi #pubg
2026-08-28,YouTube,RY9bvKmdlco,Wait for language change #shorts #bgmi #pubg,Raysss Gaming,https://www.youtube.com/watch?v=RY9bvKmdlco,10573,683,11,2026-08-28T06:30:01Z,17,https://i.ytimg.com/vi/RY9bvKmdlco/hqdefault.jpg,Wait for language change #shorts #bgmi #pubg
2026-08-28,YouTube,Du3eBC0x6U8,Tag fight in bgms #jonathangaming #shreemanlegend #shorts #bgmi,Shreeman On Highlights ,https://www.youtube.com/watch?v=Du3eBC0x6U8,10476,460,2,2026-08-28T03:59:46Z,28,https://i.ytimg.com/vi/Du3eBC0x6U8/hqdefault.jpg,
2026-08-28,YouTube,OtmM5TXfFqw,best landing & spiderman 🕷️🔥 #bgmi,BGMI LasTry,https://www.youtube.com/watch?v=OtmM5TXfFqw,10094,481,8,2026-08-28T03:07:55Z,43,https://i.ytimg.com/vi/OtmM5TXfFqw/hqdefault.jpg,"ignore:-
#BGMI #PUBG #PUBGMobile #BGMIHighlights #BGMIClutch #PUBGGameplay #BGMIIndia #PUBGHighlights #PUBGClutch #BattleRoyale
#BGMIGameplay #PUBGGameplay #BGMI4FingerClaw #PUBG4FingerClaw #BGMIHeads"
