fetched_date,platform,video_id,title,channel_or_user,url,views,likes,comments,published_at,duration_seconds,thumbnail_url,description_snippet
2026-03-12,YouTube,10S9uHsN5co,20 KILLS CHALLENGE | RUSH ONLY @SUGARDADisLIVE   #bgmi  #pubg  #crateopening  #customroom #bgmilive,SUGARDADisLIVE,https://www.youtube.com/watch?v=10S9uHsN5co,25127,286,2,2026-03-12T07:09:53Z,10337,https://i.ytimg.com/vi/10S9uHsN5co/hqdefault.jpg,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCxssiHr1SuqveuiKVBNWHwQ/join
BGMI ID : 5141546220
INSTAGRAM : karim_11511 SUGARDADISLIVE
Gpay phonepay Paytm : 9998883337
INT"
2026-03-12,YouTube,Ag_BgPsuSs4,BGIS 2026 SEMI FINALS | DRY RUN DAY 1 | BGMI OFFICIAL SKINS INVENTORY | K9 ESPORTS,Amit Dubey,https://www.youtube.com/watch?v=Ag_BgPsuSs4,24869,1917,60,2026-03-12T05:39:05Z,922,https://i.ytimg.com/vi/Ag_BgPsuSs4/hqdefault.jpg,"Subscribe for daily vlogs & livestreams !


Instagram : @amitdubeyxd"
2026-03-12,YouTube,nEypukiroWk,35 Chicken Dinners Streak Challenge🔴 BGMI Live w Cutie❤️#bgmi #girlgamer #shorts #explore,CUTIE GAMING,https://www.youtube.com/watch?v=nEypukiroWk,24843,859,4,2026-03-12T01:13:34Z,24426,https://i.ytimg.com/vi/nEypukiroWk/hqdefault.jpg,"#shorts #bgmi #girlgamer #funnyshorts #update4.2 #fyp #explore #shortfeed 

❤️ Welcome, Amazing Viewers and Beloved Subscribers! ❤️
I'm Srijana Thakuri! 🌸
Subscribe to my channel for some funny & skil"
2026-03-12,YouTube,nHgo4h16BeE,💀Open Custom Room – Join Fast! Limited Slots | BGMI | PUBG LIVE,Jia plays,https://www.youtube.com/watch?v=nHgo4h16BeE,23165,815,2,2026-03-12T04:34:15Z,28122,https://i.ytimg.com/vi/nHgo4h16BeE/hqdefault.jpg,"Welcome to Jia Plays LIVE ❤️

Today we are playing PUBG Mobile / BGMI live with subscribers!
🔥 Rank Push
🔥 Intense Clutches
🔥 Custom Rooms
🔥 Asia Server Gameplay

Goal: Road to 100K Subscribers 👑

If "
2026-03-12,YouTube,CTkbU5F0UQ4,WHY SO NOOB 🫩|TEAMCODES |BGMI WITH PIU PIU |#bgmi #girlgamer #facecamlive #live #shorts,Piu Piu Gaming,https://www.youtube.com/watch?v=CTkbU5F0UQ4,18311,965,1,2026-03-12T00:13:11Z,24496,https://i.ytimg.com/vi/CTkbU5F0UQ4/hqdefault.jpg,#bgmifacecamgameplay #piupiuislive   #piupiu  #girlgamer #pubg #facecam #shortsfeed #shorts #live #recommend #teamcode #giveaway #bgmi #pubgmobile #girlgamer #shortsfeed #viral #shorts #trending #shor
2026-03-12,YouTube,HXTw5pUvvlw,DOMINATION IN 4.2 UPDATE | BGMI LIVE | #bgmi #shorts #verticallive #shortsfeed #pubglivestream,Bulla PlayzZz,https://www.youtube.com/watch?v=HXTw5pUvvlw,17283,297,1,2026-03-12T06:40:39Z,10338,https://i.ytimg.com/vi/HXTw5pUvvlw/hqdefault.jpg,"DOMINATION IN 4.2 UPDATE | BGMI LIVE | #bgmi #shorts #verticallive #shortsfeed #pubglivestream 




Tags-:
#bgmicustomroomlive #bgmilive #bgmicustomroomlive #ucgiveaway #customroomlivebgmi  #battlegro"
2026-03-12,YouTube,nhtqQCXKSLY,BGMI 4.2 UPDATE || LETS PLAY WOW MODE || CREATORISLIVE #shortslive #livestream #bgmi,CREATORisLIVE,https://www.youtube.com/watch?v=nhtqQCXKSLY,17259,166,0,2026-03-12T00:35:52Z,22442,https://i.ytimg.com/vi/nhtqQCXKSLY/hqdefault.jpg,BGMI 4.2 UPDATE || LETS PLAY WOW MODE || CREATORISLIVE #shortslive #livestream #bgmi                                                                                                                    
2026-03-12,YouTube,r-0ASm1YQ20,Omg!!😍 REALLY MY BEST SNIPER GAMEPLAY🔥 PUBG Mobile - BGMI,Fatih GAMING,https://www.youtube.com/watch?v=r-0ASm1YQ20,11799,505,56,2026-03-12T06:00:39Z,1346,https://i.ytimg.com/vi/r-0ASm1YQ20/hqdefault.jpg,"Don’t forget to LIKE + SUBSCRIBE if you are new here!
Thanks for watching and for your support!!

My Second Channel
https://youtube.com/@fatihgaming2

Channel Membership (if you want support our chann"
2026-03-12,YouTube,cpFd0h5WkbQ,BGMI RUSH GAMEPLAY ONLY😘 | TWINKLE IS LIVE🥰 | FACECAM | #bgmi #shortsfeed #ytlive #shorts,Twinkle Gaming,https://www.youtube.com/watch?v=cpFd0h5WkbQ,11106,423,0,2026-03-12T05:28:27Z,30634,https://i.ytimg.com/vi/cpFd0h5WkbQ/hqdefault.jpg,"Hi Everyone 
Thank you for joining my PUBG stream ❤️. My UID is 55542487172.
If you enjoyed it - please like, share, and subscribe to my channel 🥰

#bgmi #girlgamer #kaashplays #jonathangaming #payalg"
2026-03-12,YouTube,FOuVRvx-pDE,Classics with Teamcodes 🖤 | BGMI w Mess🎀  #bgmi #pubgm #shortsfeed #messgaming,Mess,https://www.youtube.com/watch?v=FOuVRvx-pDE,10489,459,1,2026-03-12T04:06:10Z,25597,https://i.ytimg.com/vi/FOuVRvx-pDE/hqdefault.jpg,"Welcome to my stream!
Thanks for watching!
LIKE • SHARE • SUBSCRIBE

★★ SOCIAL MEDIA ★★

➥ Insta  : https://www.instagram.com/ig_messs
➥ Discord : https://discord.gg/kHWNZsFu
➥ Join : https://www.yout"
2026-03-12,YouTube,NLhSKacnpL8,Jonathan best BGIS Moment #bgmi #godlike #esports,FASTYTGAMING,https://www.youtube.com/watch?v=NLhSKacnpL8,51982,0,6,2026-03-12T05:12:11Z,23,https://i.ytimg.com/vi/NLhSKacnpL8/hqdefault.jpg,"Godlike #bgmi #godlike #esportsnews #kraftonindiaesports #semifinal #bgis #wildcard 
Credit:- Godlike Esports"
2026-03-12,YouTube,gu2OAySlqeY,B'day Gift ❣️ Special! #bgmi #shorts #desiplayz,DESI PLAYz,https://www.youtube.com/watch?v=gu2OAySlqeY,48591,8975,873,2026-03-12T04:40:00Z,51,https://i.ytimg.com/vi/gu2OAySlqeY/hqdefault.jpg,
2026-03-12,YouTube,mU237MdrLH4,Ramadan Mini #vlog Day 21😍 #minivlog #ramadanvlog #viralshort #shortsfeed #bgmi #trending #shorts,SHADY YT,https://www.youtube.com/watch?v=mU237MdrLH4,31117,4174,68,2026-03-12T04:30:33Z,88,https://i.ytimg.com/vi/mU237MdrLH4/hqdefault.jpg,
2026-03-12,YouTube,pSnJzy3prEM,#2 pump player vs wmax  @piyush.zgamer #freefire #pubg #bgmi,VampFyre,https://www.youtube.com/watch?v=pSnJzy3prEM,17598,686,5,2026-03-12T06:30:25Z,31,https://i.ytimg.com/vi/pSnJzy3prEM/hqdefault.jpg,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCRfsfj8hScyIGkFDGcGswOg/join"
2026-03-12,YouTube,y84ANyHvz5g,best landing location 🔥 #bgmi #clutch #gaming ,SPY Prince Gaming,https://www.youtube.com/watch?v=y84ANyHvz5g,14193,286,13,2026-03-12T01:57:12Z,40,https://i.ytimg.com/vi/y84ANyHvz5g/hqdefault.jpg,"Thanks for Watching❤️🙏🏻
#bgmi #pubg #pubgmobile #pubgfunnymoments #pubgfunny 
#youtubeshorts #shortsfeed 
#viralvideoshorts #trending
#bgmishortsviralkaisekare
#bgmishortsfunny
#bgmishortstdm
#bgmisho"
2026-03-12,YouTube,OCnF9fEpZrc,GodL team Ready for Semi-Final #bgmi #godlike #esports,FASTYTGAMING,https://www.youtube.com/watch?v=OCnF9fEpZrc,12302,0,2,2026-03-12T07:13:51Z,53,https://i.ytimg.com/vi/OCnF9fEpZrc/hqdefault.jpg,"Godlike #godlike #bgmi #esportsnews #semifinal #kraftonindiaesports #bgis 
Credit:- Godlike Esports"
2026-03-12,YouTube,E0LdPVuRVik,What a survival on recall centre in pubgm #pubg #bgmi #pubgm,Tiger is live ,https://www.youtube.com/watch?v=E0LdPVuRVik,11655,254,0,2026-03-12T02:49:12Z,179,https://i.ytimg.com/vi/E0LdPVuRVik/hqdefault.jpg,What a survival on recall centre in pubgm
2026-03-12,YouTube,E0LdPVuRVik,What a survival on recall centre in pubgm #pubg #bgmi #pubgm,Tiger is live ,https://www.youtube.com/watch?v=E0LdPVuRVik,11638,254,0,2026-03-12T02:49:12Z,179,https://i.ytimg.com/vi/E0LdPVuRVik/hqdefault.jpg,What a survival on recall centre in pubgm
2026-03-12,YouTube,MuhmoMoc3Fo,Manya ? ☠️#godlike #jonathangaming #neyo #bgmi #soul #s8ul #scout #payal #bgis,RollinsZone,https://www.youtube.com/watch?v=MuhmoMoc3Fo,10574,391,11,2026-03-12T10:46:10Z,9,https://i.ytimg.com/vi/MuhmoMoc3Fo/hqdefault.jpg,"Clipped from- 

Hello Fam💕
Thanks for reaching to my Channel 😊

Business Mail- madhurirchhaiya9797@gmail.com

RULES-
1. HATE OR ABUSIVE COMMENTS LEADS TO BAN
2. NO TOXICITY FOR ANY ORG OR PERSON
3. IF"
2026-03-13,YouTube,_r1WegmNfOQ,BGMI LIVE 🔥 Solo vs Squad Rush Gameplay | High Kills | Shorts Live,Harshit Yt Live,https://www.youtube.com/watch?v=_r1WegmNfOQ,71700,307,1,2026-03-13T00:54:04Z,19733,https://i.ytimg.com/vi/_r1WegmNfOQ/hqdefault.jpg,"BGMI LIVE 🔥 Solo vs Squad Rush Gameplay | High Kills | Shorts Live

New Device :- iPad Pro M4 256 GB
Old Device :- ipad 8th gen 60 fps 6 years old iPad 🥲
Laptop Asus Tuf F15 :-  i5 12500h 16gb ram Rtx"
2026-03-13,YouTube,RnJuPgyPcKg,"4.3 UPDATE  |  4.3 UPDATE BGMI LIVE | BGMI NEW UPDATE 4.3☠️SAMSUNG,A3,A5,A6,A7,J2,J5,J7,S5,S7,S9,A1",NeonXPawan,https://www.youtube.com/watch?v=RnJuPgyPcKg,36483,3057,1,2026-03-13T01:04:44Z,13492,https://i.ytimg.com/vi/RnJuPgyPcKg/hqdefault.jpg,"PRO TO NNOB CHALLENGE! | BGMI NEW UPDATE 4.1☠️SAMSUNG,A3,A5,A6,A7,J2,J5,J7,S5,S7,S9,A10,

UPI - https://donates.in/pawan932

#neonxpawan"
2026-03-13,YouTube,cNupeUu6ugo,35 Chicken Dinners Streak Challenge🔴 BGMI Live w Cutie❤️#bgmi #girlgamer #shorts #explore,CUTIE GAMING,https://www.youtube.com/watch?v=cNupeUu6ugo,27687,832,0,2026-03-13T02:37:08Z,28830,https://i.ytimg.com/vi/cNupeUu6ugo/hqdefault.jpg,"#shorts #bgmi #girlgamer #funnyshorts #update4.2 #fyp #explore #shortfeed 

❤️ Welcome, Amazing Viewers and Beloved Subscribers! ❤️
I'm Srijana Thakuri! 🌸
Subscribe to my channel for some funny & skil"
2026-03-13,YouTube,fRjc-i7O7LA,🥶BGMI 4.3 UPDATE IS HERE😎 | BGMI LIVE🔴,Mayur Gaming React,https://www.youtube.com/watch?v=fRjc-i7O7LA,10174,1371,0,2026-03-13T02:06:11Z,0,https://i.ytimg.com/vi/fRjc-i7O7LA/hqdefault_live.jpg,"#shortslive #bgmi #pubgm #shorts 

TAGS-  BGMI Live, BGMI live Gameplay, Live Gamer, Live Gameplay, Live Streaming, PUBG Mobile Live, BGMI Gameplay, Live BGMI

😎Maintaining 20KD! - BGMI with  ⁨@LoLzZz"
2026-03-14,YouTube,GlAEdR3lKnY,🔥HIGH KILLS IN CONQUEROR LOBBY | BGMI LIVE | UPMAX #shorts #bgmilive #bgmi,UPMAX YT,https://www.youtube.com/watch?v=GlAEdR3lKnY,27004,997,0,2026-03-14T00:16:12Z,15815,https://i.ytimg.com/vi/GlAEdR3lKnY/hqdefault.jpg,"Thanks for watching ❤️  
Insta - ig_upmax
DEVICE - iPHONE 15"
2026-03-14,YouTube,eQoeZ1y-cws,Overconfidence 😃 1vs1 Drone Funny Real Life Gameplay #freefire #pubg #bgmi,kar98 Army,https://www.youtube.com/watch?v=eQoeZ1y-cws,23191,878,2,2026-03-14T00:30:38Z,85,https://i.ytimg.com/vi/eQoeZ1y-cws/hqdefault.jpg,
2026-03-14,YouTube,GVD9ZLDk99c,EARLY MORNING PUBG MOBILE 4.3  LIVE💥🔥 #bgmi  #bgmilive #shorts #shotsfeed,MAAMAN GAMING,https://www.youtube.com/watch?v=GVD9ZLDk99c,22853,209,0,2026-03-14T04:06:33Z,17162,https://i.ytimg.com/vi/GVD9ZLDk99c/hqdefault.jpg,"❤️ Follow me
ON INSTAGRAM :  maaman_gaming


💰 Donate:
GPay/Paytm/PhonePe: 9995527542
UPI Id:  jaan.casino-1@okicici


me for more:
 
FACEBOOK               : MAAMAN GAMING
Instagram                 :"
2026-03-14,YouTube,xceHHjd-hDY,OFFICIAL 😍 Bgmi 4.3 Update Here | Next SuperCar | Bgmi New Update | Bgmi 4.3 Update Release Date,Gk Afroz,https://www.youtube.com/watch?v=xceHHjd-hDY,16002,2476,256,2026-03-14T02:45:00Z,483,https://i.ytimg.com/vi/xceHHjd-hDY/hqdefault.jpg,"OFFICIAL 😍 Bgmi 4.3 Update Here | Next SuperCar | Bgmi New Update | Bgmi 4.3 Update Release Date

AA JAAO TELEGRAM Me - https://t.me/GkAfroz


Instagram :- https://instagram.com/gk_afroz/




About Vi"
2026-03-14,YouTube,TErqIbwTB-4,🥶BGMI 4.3 UPDATE IS HERE😎 | BGMI LIVE🔴,Mayur Gaming React,https://www.youtube.com/watch?v=TErqIbwTB-4,13326,1290,0,2026-03-14T02:09:17Z,0,https://i.ytimg.com/vi/TErqIbwTB-4/hqdefault_live.jpg,"#shortslive #bgmi #pubgm #shorts 

TAGS-  BGMI Live, BGMI live Gameplay, Live Gamer, Live Gameplay, Live Streaming, PUBG Mobile Live, BGMI Gameplay, Live BGMI

😎Maintaining 20KD! - BGMI with  ⁨@LoLzZz"
2026-03-14,YouTube,mme68FaiQN4,🔴 LIVE PUBG Mobile | Clutch Gameplay #live #pubgmobile #bgmi,Tufan x yt,https://www.youtube.com/watch?v=mme68FaiQN4,12445,32,0,2026-03-14T03:51:17Z,10885,https://i.ytimg.com/vi/mme68FaiQN4/hqdefault.jpg,"Pubg live stream! #bgmi #pubgmobile #gaming #livestreaming #live 

My game id: 51987723584"
2026-03-14,YouTube,uU3Eq4FfBAc,LIVE 🔴| BGMI MOBILE ROAD TO 20K SUBS 😎 | HDR + EXTREME Gameplay | #pubgmobilelive #bgmi #bgmilive,PRINCE IS LIVE ,https://www.youtube.com/watch?v=uU3Eq4FfBAc,10818,110,0,2026-03-14T01:35:10Z,16011,https://i.ytimg.com/vi/uU3Eq4FfBAc/hqdefault.jpg,"https://www.instagram.com/ytprinceislive?igsh=MXFhdDE2Mnd1aWloag%3D%3D&utm_source=qr
┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉┉"
